epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,594.798,1.09149,0.93407,1.27703,0.8559,0.88,0.94404,0.66038,1.05026,0.73416,1.05499,0.0017228,0.0017228,0.0017228
30,614.51,1.53297,1.42927,1.66047,0.8559,0.88,0.94404,0.66038,1.05026,0.73416,1.05499,0.0017129,0.0017129,0.0017129
31,634.719,1.39044,1.21215,1.5272,0.99862,1,0.995,0.74074,0.96455,0.58844,1.01475,0.001703,0.001703,0.001703
32,654.724,0.95981,0.76527,1.1386,0.99862,1,0.995,0.74074,0.96455,0.58844,1.01475,0.0016931,0.0016931,0.0016931
33,674.853,1.00766,0.89702,1.21759,1,0.99959,0.995,0.73411,0.93464,0.55752,1.00599,0.0016832,0.0016832,0.0016832
34,694.974,1.10203,0.89017,1.19572,1,0.99959,0.995,0.73411,0.93464,0.55752,1.00599,0.0016733,0.0016733,0.0016733
35,714.993,1.11413,0.98066,1.26929,0.99667,1,0.995,0.76682,0.83517,0.62863,0.98874,0.0016634,0.0016634,0.0016634
36,734.952,1.01469,0.83111,1.1807,0.99667,1,0.995,0.76682,0.83517,0.62863,0.98874,0.0016535,0.0016535,0.0016535
37,755.107,1.20388,1.37745,1.49646,0.89056,0.86,0.91875,0.68901,0.88845,0.81712,1.05805,0.0016436,0.0016436,0.0016436
38,775.308,0.98339,0.7411,1.21781,0.89056,0.86,0.91875,0.68901,0.88845,0.81712,1.05805,0.0016337,0.0016337,0.0016337
39,797.689,1.06836,0.75604,1.23516,1,0.89732,0.97466,0.79028,0.73015,0.53506,0.94667,0.0016238,0.0016238,0.0016238
40,822.467,1.13908,0.92194,1.2572,1,0.89732,0.97466,0.79028,0.73015,0.53506,0.94667,0.0016139,0.0016139,0.0016139
