epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1225.49,1.08003,0.74436,1.14745,0.99416,0.87719,0.91584,0.70258,0.95128,0.85036,1.087,0.001109,0.001109,0.001109
47,1252.04,1.16615,0.96464,1.25059,0.98076,0.89452,0.91358,0.70513,0.9831,0.75971,1.09303,0.0010892,0.0010892,0.0010892
48,1278.33,1.01222,0.78773,1.17234,0.98076,0.89452,0.91358,0.70513,0.9831,0.75971,1.09303,0.0010694,0.0010694,0.0010694
49,1304.55,1.11827,0.89506,1.27457,0.99529,0.87719,0.89159,0.68778,0.96477,0.65566,1.05384,0.0010496,0.0010496,0.0010496
50,1330.96,1.04269,0.76534,1.19868,0.99529,0.87719,0.89159,0.68778,0.96477,0.65566,1.05384,0.0010298,0.0010298,0.0010298
51,1358.39,0.99703,0.69602,1.14232,0.99572,0.87719,0.89373,0.6856,0.97448,0.62727,1.06367,0.00101,0.00101,0.00101
52,1384.72,1.04734,0.71132,1.14781,0.99172,0.87719,0.89385,0.68162,0.97143,0.69421,1.07028,0.0009902,0.0009902,0.0009902
53,1411.23,0.88136,0.6065,1.07764,0.99172,0.87719,0.89385,0.68162,0.97143,0.69421,1.07028,0.0009704,0.0009704,0.0009704
54,1437.35,0.84629,0.5734,1.06939,0.99295,0.87719,0.89009,0.69755,0.93037,0.70621,1.05058,0.0009506,0.0009506,0.0009506
55,1463.55,1.11391,0.79712,1.22302,0.99148,0.87719,0.88644,0.68417,0.97799,0.6563,1.07131,0.0009308,0.0009308,0.0009308
56,1489.48,0.83457,0.55923,1.02554,0.99148,0.87719,0.88644,0.68417,0.97799,0.6563,1.07131,0.000911,0.000911,0.000911
57,1515.88,0.94193,0.62193,1.11296,0.99012,0.87719,0.89043,0.66308,1.01339,0.6106,1.07899,0.0008912,0.0008912,0.0008912
58,1541.85,1.02533,0.66083,1.11993,0.99012,0.87719,0.89043,0.66308,1.01339,0.6106,1.07899,0.0008714,0.0008714,0.0008714
59,1567.92,0.87919,0.53311,1.06072,0.9918,0.87719,0.89806,0.64185,1.11183,0.64807,1.12145,0.0008516,0.0008516,0.0008516
60,1594.13,0.99668,0.65874,1.07477,0.98884,0.87719,0.89026,0.6586,1.04895,0.67811,1.08933,0.0008318,0.0008318,0.0008318
61,1619.99,0.95933,0.61076,1.09035,0.98884,0.87719,0.89026,0.6586,1.04895,0.67811,1.08933,0.000812,0.000812,0.000812
62,1646.28,0.87763,0.54996,1.06487,0.98689,0.87719,0.88886,0.65238,1.05037,0.73535,1.08646,0.0007922,0.0007922,0.0007922
63,1672.77,0.87553,0.57156,1.05115,0.98851,0.87719,0.89958,0.63058,1.10362,0.7056,1.1076,0.0007724,0.0007724,0.0007724
64,1699.16,1.01538,0.66028,1.09325,0.98851,0.87719,0.89958,0.63058,1.10362,0.7056,1.1076,0.0007526,0.0007526,0.0007526
65,1725.37,0.78556,0.47336,0.98632,0.98606,0.87719,0.90361,0.65681,1.0523,0.6632,1.09257,0.0007328,0.0007328,0.0007328
66,1751.37,0.87889,0.55249,1.04703,0.98606,0.87719,0.90361,0.65681,1.0523,0.6632,1.09257,0.000713,0.000713,0.000713
67,1777.56,0.94978,0.61282,1.0656,0.97979,0.87719,0.8957,0.67772,0.98936,0.64098,1.08161,0.0006932,0.0006932,0.0006932
68,1803.55,0.86969,0.55389,1.03167,0.97479,0.87719,0.89725,0.70686,0.91013,0.62051,1.03563,0.0006734,0.0006734,0.0006734
69,1829.58,0.82016,0.50844,1.0358,0.97479,0.87719,0.89725,0.70686,0.91013,0.62051,1.03563,0.0006536,0.0006536,0.0006536
70,1855.69,0.82905,0.51623,1.01447,0.98127,0.87719,0.89934,0.69535,0.93528,0.63506,1.03441,0.0006338,0.0006338,0.0006338
71,1881.95,0.88924,0.56413,1.04408,0.99238,0.87719,0.89914,0.64859,1.08962,0.63401,1.08292,0.000614,0.000614,0.000614
72,1908.06,0.80975,0.49698,1.02143,0.99238,0.87719,0.89914,0.64859,1.08962,0.63401,1.08292,0.0005942,0.0005942,0.0005942
73,1934.74,0.79099,0.5451,1.02955,1,0.85897,0.89667,0.63121,1.15823,0.61368,1.10861,0.0005744,0.0005744,0.0005744
74,1960.62,1.0052,0.66638,1.11191,1,0.85897,0.89667,0.63121,1.15823,0.61368,1.10861,0.0005546,0.0005546,0.0005546
75,1986.94,0.75726,0.47256,0.99641,0.97146,0.87719,0.89706,0.65777,1.06032,0.60919,1.07139,0.0005348,0.0005348,0.0005348
76,2014.55,0.89755,0.57263,1.08843,0.9625,0.87719,0.89291,0.70104,0.94851,0.58006,1.02816,0.000515,0.000515,0.000515
77,2040.72,0.76739,0.45648,1.00945,0.9625,0.87719,0.89291,0.70104,0.94851,0.58006,1.02816,0.0004952,0.0004952,0.0004952
78,2066.8,0.85998,0.51998,1.00293,0.95896,0.87719,0.88833,0.71662,0.89811,0.56768,1.00994,0.0004754,0.0004754,0.0004754
79,2092.84,0.90917,0.62242,1.09047,0.95686,0.87719,0.88868,0.71179,0.9253,0.56824,1.0246,0.0004556,0.0004556,0.0004556
80,2118.95,0.80776,0.48254,0.99945,0.95686,0.87719,0.88868,0.71179,0.9253,0.56824,1.0246,0.0004358,0.0004358,0.0004358
81,2145.05,0.83884,0.57722,1.08309,0.95752,0.87719,0.89286,0.70347,0.96141,0.56623,1.03882,0.000416,0.000416,0.000416
82,2171.02,0.77689,0.46311,0.98779,0.95752,0.87719,0.89286,0.70347,0.96141,0.56623,1.03882,0.0003962,0.0003962,0.0003962
83,2197.3,0.79279,0.48899,1.0005,0.96115,0.87719,0.89712,0.6887,1.00478,0.57875,1.06669,0.0003764,0.0003764,0.0003764
84,2223.43,0.71118,0.46477,0.97931,0.9689,0.87719,0.90342,0.68334,1.01495,0.56973,1.07529,0.0003566,0.0003566,0.0003566
85,2249.65,0.78402,0.47951,0.9964,0.9689,0.87719,0.90342,0.68334,1.01495,0.56973,1.07529,0.0003368,0.0003368,0.0003368
86,2275.72,0.85102,0.64687,1.09006,0.97558,0.87719,0.90265,0.67863,1.03291,0.57001,1.08086,0.000317,0.000317,0.000317
87,2301.84,0.72927,0.44145,0.96598,0.97796,0.87719,0.90179,0.67883,1.0371,0.57206,1.08306,0.0002972,0.0002972,0.0002972
88,2328.03,0.71318,0.40654,0.94309,0.97796,0.87719,0.90179,0.67883,1.0371,0.57206,1.08306,0.0002774,0.0002774,0.0002774
89,2353.85,0.76178,0.44952,0.96805,0.98194,0.87719,0.90481,0.6788,1.02029,0.55967,1.07072,0.0002576,0.0002576,0.0002576
90,2380.04,0.78161,0.53249,1.00239,0.98194,0.87719,0.90481,0.6788,1.02029,0.55967,1.07072,0.0002378,0.0002378,0.0002378
91,2405.75,0.75666,0.43426,1.02088,0.98435,0.87719,0.90716,0.6796,1.02656,0.57126,1.0739,0.000218,0.000218,0.000218
92,2431.58,0.70473,0.39544,0.948,0.96314,0.87719,0.9053,0.67954,1.00957,0.57502,1.06863,0.0001982,0.0001982,0.0001982
93,2457.78,0.69325,0.40386,0.96987,0.96314,0.87719,0.9053,0.67954,1.00957,0.57502,1.06863,0.0001784,0.0001784,0.0001784
94,2483.62,0.73345,0.4277,1.01247,0.95905,0.87719,0.90558,0.6883,0.98138,0.57251,1.05952,0.0001586,0.0001586,0.0001586
95,2509.25,0.72309,0.42567,0.9652,0.9561,0.87719,0.90477,0.68126,0.95233,0.57586,1.05347,0.0001388,0.0001388,0.0001388
96,2534.97,0.7268,0.53899,0.99825,0.9561,0.87719,0.90477,0.68126,0.95233,0.57586,1.05347,0.000119,0.000119,0.000119
97,2560.51,0.7108,0.37917,0.95177,0.96109,0.87719,0.90561,0.6862,0.94309,0.58112,1.0518,9.92e-05,9.92e-05,9.92e-05
98,2586.14,0.65019,0.37234,0.94187,0.96109,0.87719,0.90561,0.6862,0.94309,0.58112,1.0518,7.94e-05,7.94e-05,7.94e-05
99,2612.35,0.82326,0.59776,1.00892,0.96327,0.87719,0.90577,0.68638,0.94291,0.58436,1.05362,5.96e-05,5.96e-05,5.96e-05
100,2638.33,0.64357,0.35629,0.92654,0.96503,0.87719,0.90642,0.68725,0.94451,0.58285,1.05451,3.98e-05,3.98e-05,3.98e-05
